web-scraper-order;web-scraper-start-url;baujahr_km_schaltung_raw;baujahr_raw;km_raw;schaltung_raw;preis_raw;model_raw
1699947802-722;https://www.comparis.ch/carfinder/marktplatz?requestobject=%7B%22Make%22%3Anull%2C%22Model%22%3Anull%2C%22VehicleType%22%3A%226%22%2C%22Construction%22%3A%22%22%2C%22FirstMatriculationYearFrom%22%3A1900%2C%22FirstMatriculationYearTo%22%3A2000%2C%22PriceFrom%22%3Anull%2C%22PriceTo%22%3Anull%2C%22MileageFrom%22%3A10000%2C%22MileageTo%22%3A100000%2C%22MaxAdAge%22%3Anull%2C%22MinComparisPoints%22%3Anull%2C%22OutsideColor%22%3A%22%22%2C%22Transmission%22%3Anull%2C%22DriveTrain%22%3Anull%2C%22Co2Emission%22%3Anull%2C%22Eurocode%22%3Anull%2C%22FuelType%22%3Anull%2C%22PerformanceFrom%22%3Anull%2C%22PerformanceTo%22%3Anull%2C%22ConsumptionFrom%22%3Anull%2C%22ConsumptionTo%22%3Anull%2C%22SeatsFrom%22%3Anull%2C%22SeatsTo%22%3Anull%2C%22DoorsFrom%22%3Anull%2C%22DoorsTo%22%3Anull%2C%22Cantons%22%3A%22%22%2C%22ComfortOptions%22%3A%22%22%2C%22SecurityOptions%22%3A%22%22%2C%22Features%22%3A%22%22%2C%22FreeTextSearch%22%3A%22%22%2C%22CapacityFrom%22%3Anull%2C%22CapacityTo%22%3Anull%2C%22Garage%22%3Anull%2C%22ModelGroup%22%3Anull%2C%22Site%22%3Anull%2C%22EfficiencyCategory%22%3Anull%2C%22Sort%22%3A3%2C%22TypeTag%22%3Anull%2C%22MFK%22%3Anull%2C%22ImageRequired%22%3Anull%2C%22MakeAggregationLabelID%22%3Anull%2C%22ModelGroupAggregationLabelID%22%3Anull%2C%22ModelAggregationLabelID%22%3Anull%7D&page=77;Oldtimer09.198130.000 kmAutomatBenzin8967 (AG);9.1981;30.000 km;Automat;CHF 52'000;Mercedes-Benz 500 500 SE
1699947802-723;https://www.comparis.ch/carfinder/marktplatz?requestobject=%7B%22Make%22%3Anull%2C%22Model%22%3Anull%2C%22VehicleType%22%3A%226%22%2C%22Construction%22%3A%22%22%2C%22FirstMatriculationYearFrom%22%3A1900%2C%22FirstMatriculationYearTo%22%3A2000%2C%22PriceFrom%22%3Anull%2C%22PriceTo%22%3Anull%2C%22MileageFrom%22%3A10000%2C%22MileageTo%22%3A100000%2C%22MaxAdAge%22%3Anull%2C%22MinComparisPoints%22%3Anull%2C%22OutsideColor%22%3A%22%22%2C%22Transmission%22%3Anull%2C%22DriveTrain%22%3Anull%2C%22Co2Emission%22%3Anull%2C%22Eurocode%22%3Anull%2C%22FuelType%22%3Anull%2C%22PerformanceFrom%22%3Anull%2C%22PerformanceTo%22%3Anull%2C%22ConsumptionFrom%22%3Anull%2C%22ConsumptionTo%22%3Anull%2C%22SeatsFrom%22%3Anull%2C%22SeatsTo%22%3Anull%2C%22DoorsFrom%22%3Anull%2C%22DoorsTo%22%3Anull%2C%22Cantons%22%3A%22%22%2C%22ComfortOptions%22%3A%22%22%2C%22SecurityOptions%22%3A%22%22%2C%22Features%22%3A%22%22%2C%22FreeTextSearch%22%3A%22%22%2C%22CapacityFrom%22%3Anull%2C%22CapacityTo%22%3Anull%2C%22Garage%22%3Anull%2C%22ModelGroup%22%3Anull%2C%22Site%22%3Anull%2C%22EfficiencyCategory%22%3Anull%2C%22Sort%22%3A3%2C%22TypeTag%22%3Anull%2C%22MFK%22%3Anull%2C%22ImageRequired%22%3Anull%2C%22MakeAggregationLabelID%22%3Anull%2C%22ModelGroupAggregationLabelID%22%3Anull%2C%22ModelAggregationLabelID%22%3Anull%7D&page=77;Oldtimer02.198687.035 kmAutomatBenzin6205 (LU);2.1986;87.035 km;Automat;CHF 59'000;Bitter  SC 3.9 (Coupé)
1699947802-724;https://www.comparis.ch/carfinder/marktplatz?requestobject=%7B%22Make%22%3Anull%2C%22Model%22%3Anull%2C%22VehicleType%22%3A%226%22%2C%22Construction%22%3A%22%22%2C%22FirstMatriculationYearFrom%22%3A1900%2C%22FirstMatriculationYearTo%22%3A2000%2C%22PriceFrom%22%3Anull%2C%22PriceTo%22%3Anull%2C%22MileageFrom%22%3A10000%2C%22MileageTo%22%3A100000%2C%22MaxAdAge%22%3Anull%2C%22MinComparisPoints%22%3Anull%2C%22OutsideColor%22%3A%22%22%2C%22Transmission%22%3Anull%2C%22DriveTrain%22%3Anull%2C%22Co2Emission%22%3Anull%2C%22Eurocode%22%3Anull%2C%22FuelType%22%3Anull%2C%22PerformanceFrom%22%3Anull%2C%22PerformanceTo%22%3Anull%2C%22ConsumptionFrom%22%3Anull%2C%22ConsumptionTo%22%3Anull%2C%22SeatsFrom%22%3Anull%2C%22SeatsTo%22%3Anull%2C%22DoorsFrom%22%3Anull%2C%22DoorsTo%22%3Anull%2C%22Cantons%22%3A%22%22%2C%22ComfortOptions%22%3A%22%22%2C%22SecurityOptions%22%3A%22%22%2C%22Features%22%3A%22%22%2C%22FreeTextSearch%22%3A%22%22%2C%22CapacityFrom%22%3Anull%2C%22CapacityTo%22%3Anull%2C%22Garage%22%3Anull%2C%22ModelGroup%22%3Anull%2C%22Site%22%3Anull%2C%22EfficiencyCategory%22%3Anull%2C%22Sort%22%3A3%2C%22TypeTag%22%3Anull%2C%22MFK%22%3Anull%2C%22ImageRequired%22%3Anull%2C%22MakeAggregationLabelID%22%3Anull%2C%22ModelGroupAggregationLabelID%22%3Anull%2C%22ModelAggregationLabelID%22%3Anull%7D&page=77;Oldtimer12.1950100.000 kmManuellBenzin4632 (SO);12.195;100.000 km;Manuell;CHF 47'500;GMC  150
1699947802-725;https://www.comparis.ch/carfinder/marktplatz?requestobject=%7B%22Make%22%3Anull%2C%22Model%22%3Anull%2C%22VehicleType%22%3A%226%22%2C%22Construction%22%3A%22%22%2C%22FirstMatriculationYearFrom%22%3A1900%2C%22FirstMatriculationYearTo%22%3A2000%2C%22PriceFrom%22%3Anull%2C%22PriceTo%22%3Anull%2C%22MileageFrom%22%3A10000%2C%22MileageTo%22%3A100000%2C%22MaxAdAge%22%3Anull%2C%22MinComparisPoints%22%3Anull%2C%22OutsideColor%22%3A%22%22%2C%22Transmission%22%3Anull%2C%22DriveTrain%22%3Anull%2C%22Co2Emission%22%3Anull%2C%22Eurocode%22%3Anull%2C%22FuelType%22%3Anull%2C%22PerformanceFrom%22%3Anull%2C%22PerformanceTo%22%3Anull%2C%22ConsumptionFrom%22%3Anull%2C%22ConsumptionTo%22%3Anull%2C%22SeatsFrom%22%3Anull%2C%22SeatsTo%22%3Anull%2C%22DoorsFrom%22%3Anull%2C%22DoorsTo%22%3Anull%2C%22Cantons%22%3A%22%22%2C%22ComfortOptions%22%3A%22%22%2C%22SecurityOptions%22%3A%22%22%2C%22Features%22%3A%22%22%2C%22FreeTextSearch%22%3A%22%22%2C%22CapacityFrom%22%3Anull%2C%22CapacityTo%22%3Anull%2C%22Garage%22%3Anull%2C%22ModelGroup%22%3Anull%2C%22Site%22%3Anull%2C%22EfficiencyCategory%22%3Anull%2C%22Sort%22%3A3%2C%22TypeTag%22%3Anull%2C%22MFK%22%3Anull%2C%22ImageRequired%22%3Anull%2C%22MakeAggregationLabelID%22%3Anull%2C%22ModelGroupAggregationLabelID%22%3Anull%2C%22ModelAggregationLabelID%22%3Anull%7D&page=77;Oldtimer07.197995.850 kmAutomatBenzin4632 (SO);7.1979;95.850 km;Automat;CHF 19'500;Lincoln Continental Continental
1699947802-726;https://www.comparis.ch/carfinder/marktplatz?requestobject=%7B%22Make%22%3Anull%2C%22Model%22%3Anull%2C%22VehicleType%22%3A%226%22%2C%22Construction%22%3A%22%22%2C%22FirstMatriculationYearFrom%22%3A1900%2C%22FirstMatriculationYearTo%22%3A2000%2C%22PriceFrom%22%3Anull%2C%22PriceTo%22%3Anull%2C%22MileageFrom%22%3A10000%2C%22MileageTo%22%3A100000%2C%22MaxAdAge%22%3Anull%2C%22MinComparisPoints%22%3Anull%2C%22OutsideColor%22%3A%22%22%2C%22Transmission%22%3Anull%2C%22DriveTrain%22%3Anull%2C%22Co2Emission%22%3Anull%2C%22Eurocode%22%3Anull%2C%22FuelType%22%3Anull%2C%22PerformanceFrom%22%3Anull%2C%22PerformanceTo%22%3Anull%2C%22ConsumptionFrom%22%3Anull%2C%22ConsumptionTo%22%3Anull%2C%22SeatsFrom%22%3Anull%2C%22SeatsTo%22%3Anull%2C%22DoorsFrom%22%3Anull%2C%22DoorsTo%22%3Anull%2C%22Cantons%22%3A%22%22%2C%22ComfortOptions%22%3A%22%22%2C%22SecurityOptions%22%3A%22%22%2C%22Features%22%3A%22%22%2C%22FreeTextSearch%22%3A%22%22%2C%22CapacityFrom%22%3Anull%2C%22CapacityTo%22%3Anull%2C%22Garage%22%3Anull%2C%22ModelGroup%22%3Anull%2C%22Site%22%3Anull%2C%22EfficiencyCategory%22%3Anull%2C%22Sort%22%3A3%2C%22TypeTag%22%3Anull%2C%22MFK%22%3Anull%2C%22ImageRequired%22%3Anull%2C%22MakeAggregationLabelID%22%3Anull%2C%22ModelGroupAggregationLabelID%22%3Anull%2C%22ModelAggregationLabelID%22%3Anull%7D&page=77;Oldtimer01.196099.999 kmManuellBenzin1860 (VD);1.196;99.999 km;Manuell;CHF 73'900;Austin-Healey  3000 MK1 BT7
1699947802-727;https://www.comparis.ch/carfinder/marktplatz?requestobject=%7B%22Make%22%3Anull%2C%22Model%22%3Anull%2C%22VehicleType%22%3A%226%22%2C%22Construction%22%3A%22%22%2C%22FirstMatriculationYearFrom%22%3A1900%2C%22FirstMatriculationYearTo%22%3A2000%2C%22PriceFrom%22%3Anull%2C%22PriceTo%22%3Anull%2C%22MileageFrom%22%3A10000%2C%22MileageTo%22%3A100000%2C%22MaxAdAge%22%3Anull%2C%22MinComparisPoints%22%3Anull%2C%22OutsideColor%22%3A%22%22%2C%22Transmission%22%3Anull%2C%22DriveTrain%22%3Anull%2C%22Co2Emission%22%3Anull%2C%22Eurocode%22%3Anull%2C%22FuelType%22%3Anull%2C%22PerformanceFrom%22%3Anull%2C%22PerformanceTo%22%3Anull%2C%22ConsumptionFrom%22%3Anull%2C%22ConsumptionTo%22%3Anull%2C%22SeatsFrom%22%3Anull%2C%22SeatsTo%22%3Anull%2C%22DoorsFrom%22%3Anull%2C%22DoorsTo%22%3Anull%2C%22Cantons%22%3A%22%22%2C%22ComfortOptions%22%3A%22%22%2C%22SecurityOptions%22%3A%22%22%2C%22Features%22%3A%22%22%2C%22FreeTextSearch%22%3A%22%22%2C%22CapacityFrom%22%3Anull%2C%22CapacityTo%22%3Anull%2C%22Garage%22%3Anull%2C%22ModelGroup%22%3Anull%2C%22Site%22%3Anull%2C%22EfficiencyCategory%22%3Anull%2C%22Sort%22%3A3%2C%22TypeTag%22%3Anull%2C%22MFK%22%3Anull%2C%22ImageRequired%22%3Anull%2C%22MakeAggregationLabelID%22%3Anull%2C%22ModelGroupAggregationLabelID%22%3Anull%2C%22ModelAggregationLabelID%22%3Anull%7D&page=77;Oldtimer06.196022.300 kmManuellBenzin8800 (ZH);6.196;22.300 km;Manuell;CHF 225'000;Mercedes-Benz 190 190 SL
1699947802-728;https://www.comparis.ch/carfinder/marktplatz?requestobject=%7B%22Make%22%3Anull%2C%22Model%22%3Anull%2C%22VehicleType%22%3A%226%22%2C%22Construction%22%3A%22%22%2C%22FirstMatriculationYearFrom%22%3A1900%2C%22FirstMatriculationYearTo%22%3A2000%2C%22PriceFrom%22%3Anull%2C%22PriceTo%22%3Anull%2C%22MileageFrom%22%3A10000%2C%22MileageTo%22%3A100000%2C%22MaxAdAge%22%3Anull%2C%22MinComparisPoints%22%3Anull%2C%22OutsideColor%22%3A%22%22%2C%22Transmission%22%3Anull%2C%22DriveTrain%22%3Anull%2C%22Co2Emission%22%3Anull%2C%22Eurocode%22%3Anull%2C%22FuelType%22%3Anull%2C%22PerformanceFrom%22%3Anull%2C%22PerformanceTo%22%3Anull%2C%22ConsumptionFrom%22%3Anull%2C%22ConsumptionTo%22%3Anull%2C%22SeatsFrom%22%3Anull%2C%22SeatsTo%22%3Anull%2C%22DoorsFrom%22%3Anull%2C%22DoorsTo%22%3Anull%2C%22Cantons%22%3A%22%22%2C%22ComfortOptions%22%3A%22%22%2C%22SecurityOptions%22%3A%22%22%2C%22Features%22%3A%22%22%2C%22FreeTextSearch%22%3A%22%22%2C%22CapacityFrom%22%3Anull%2C%22CapacityTo%22%3Anull%2C%22Garage%22%3Anull%2C%22ModelGroup%22%3Anull%2C%22Site%22%3Anull%2C%22EfficiencyCategory%22%3Anull%2C%22Sort%22%3A3%2C%22TypeTag%22%3Anull%2C%22MFK%22%3Anull%2C%22ImageRequired%22%3Anull%2C%22MakeAggregationLabelID%22%3Anull%2C%22ModelGroupAggregationLabelID%22%3Anull%2C%22ModelAggregationLabelID%22%3Anull%7D&page=77;Oldtimer10.196187.000 kmManuellBenzin8564 (TG);10.1961;87.000 km;Manuell;CHF 29'900;Citroen DS 21 DS 21 ID 19 P
1699947802-729;https://www.comparis.ch/carfinder/marktplatz?requestobject=%7B%22Make%22%3Anull%2C%22Model%22%3Anull%2C%22VehicleType%22%3A%226%22%2C%22Construction%22%3A%22%22%2C%22FirstMatriculationYearFrom%22%3A1900%2C%22FirstMatriculationYearTo%22%3A2000%2C%22PriceFrom%22%3Anull%2C%22PriceTo%22%3Anull%2C%22MileageFrom%22%3A10000%2C%22MileageTo%22%3A100000%2C%22MaxAdAge%22%3Anull%2C%22MinComparisPoints%22%3Anull%2C%22OutsideColor%22%3A%22%22%2C%22Transmission%22%3Anull%2C%22DriveTrain%22%3Anull%2C%22Co2Emission%22%3Anull%2C%22Eurocode%22%3Anull%2C%22FuelType%22%3Anull%2C%22PerformanceFrom%22%3Anull%2C%22PerformanceTo%22%3Anull%2C%22ConsumptionFrom%22%3Anull%2C%22ConsumptionTo%22%3Anull%2C%22SeatsFrom%22%3Anull%2C%22SeatsTo%22%3Anull%2C%22DoorsFrom%22%3Anull%2C%22DoorsTo%22%3Anull%2C%22Cantons%22%3A%22%22%2C%22ComfortOptions%22%3A%22%22%2C%22SecurityOptions%22%3A%22%22%2C%22Features%22%3A%22%22%2C%22FreeTextSearch%22%3A%22%22%2C%22CapacityFrom%22%3Anull%2C%22CapacityTo%22%3Anull%2C%22Garage%22%3Anull%2C%22ModelGroup%22%3Anull%2C%22Site%22%3Anull%2C%22EfficiencyCategory%22%3Anull%2C%22Sort%22%3A3%2C%22TypeTag%22%3Anull%2C%22MFK%22%3Anull%2C%22ImageRequired%22%3Anull%2C%22MakeAggregationLabelID%22%3Anull%2C%22ModelGroupAggregationLabelID%22%3Anull%2C%22ModelAggregationLabelID%22%3Anull%7D&page=77;Oldtimer07.198681.900 kmManuellBenzin9524 (SG);7.1986;81.900 km;Manuell;CHF 24'800;Toyota Supra Supra 3.0i Targa
1699947802-730;https://www.comparis.ch/carfinder/marktplatz?requestobject=%7B%22Make%22%3Anull%2C%22Model%22%3Anull%2C%22VehicleType%22%3A%226%22%2C%22Construction%22%3A%22%22%2C%22FirstMatriculationYearFrom%22%3A1900%2C%22FirstMatriculationYearTo%22%3A2000%2C%22PriceFrom%22%3Anull%2C%22PriceTo%22%3Anull%2C%22MileageFrom%22%3A10000%2C%22MileageTo%22%3A100000%2C%22MaxAdAge%22%3Anull%2C%22MinComparisPoints%22%3Anull%2C%22OutsideColor%22%3A%22%22%2C%22Transmission%22%3Anull%2C%22DriveTrain%22%3Anull%2C%22Co2Emission%22%3Anull%2C%22Eurocode%22%3Anull%2C%22FuelType%22%3Anull%2C%22PerformanceFrom%22%3Anull%2C%22PerformanceTo%22%3Anull%2C%22ConsumptionFrom%22%3Anull%2C%22ConsumptionTo%22%3Anull%2C%22SeatsFrom%22%3Anull%2C%22SeatsTo%22%3Anull%2C%22DoorsFrom%22%3Anull%2C%22DoorsTo%22%3Anull%2C%22Cantons%22%3A%22%22%2C%22ComfortOptions%22%3A%22%22%2C%22SecurityOptions%22%3A%22%22%2C%22Features%22%3A%22%22%2C%22FreeTextSearch%22%3A%22%22%2C%22CapacityFrom%22%3Anull%2C%22CapacityTo%22%3Anull%2C%22Garage%22%3Anull%2C%22ModelGroup%22%3Anull%2C%22Site%22%3Anull%2C%22EfficiencyCategory%22%3Anull%2C%22Sort%22%3A3%2C%22TypeTag%22%3Anull%2C%22MFK%22%3Anull%2C%22ImageRequired%22%3Anull%2C%22MakeAggregationLabelID%22%3Anull%2C%22ModelGroupAggregationLabelID%22%3Anull%2C%22ModelAggregationLabelID%22%3Anull%7D&page=77;Oldtimer12.197143.800 kmManuellBenzin9434 (SG);12.1971;43.800 km;Manuell;CHF 18'000;Innocenti MINI MINI MK2
1699947802-731;https://www.comparis.ch/carfinder/marktplatz?requestobject=%7B%22Make%22%3Anull%2C%22Model%22%3Anull%2C%22VehicleType%22%3A%226%22%2C%22Construction%22%3A%22%22%2C%22FirstMatriculationYearFrom%22%3A1900%2C%22FirstMatriculationYearTo%22%3A2000%2C%22PriceFrom%22%3Anull%2C%22PriceTo%22%3Anull%2C%22MileageFrom%22%3A10000%2C%22MileageTo%22%3A100000%2C%22MaxAdAge%22%3Anull%2C%22MinComparisPoints%22%3Anull%2C%22OutsideColor%22%3A%22%22%2C%22Transmission%22%3Anull%2C%22DriveTrain%22%3Anull%2C%22Co2Emission%22%3Anull%2C%22Eurocode%22%3Anull%2C%22FuelType%22%3Anull%2C%22PerformanceFrom%22%3Anull%2C%22PerformanceTo%22%3Anull%2C%22ConsumptionFrom%22%3Anull%2C%22ConsumptionTo%22%3Anull%2C%22SeatsFrom%22%3Anull%2C%22SeatsTo%22%3Anull%2C%22DoorsFrom%22%3Anull%2C%22DoorsTo%22%3Anull%2C%22Cantons%22%3A%22%22%2C%22ComfortOptions%22%3A%22%22%2C%22SecurityOptions%22%3A%22%22%2C%22Features%22%3A%22%22%2C%22FreeTextSearch%22%3A%22%22%2C%22CapacityFrom%22%3Anull%2C%22CapacityTo%22%3Anull%2C%22Garage%22%3Anull%2C%22ModelGroup%22%3Anull%2C%22Site%22%3Anull%2C%22EfficiencyCategory%22%3Anull%2C%22Sort%22%3A3%2C%22TypeTag%22%3Anull%2C%22MFK%22%3Anull%2C%22ImageRequired%22%3Anull%2C%22MakeAggregationLabelID%22%3Anull%2C%22ModelGroupAggregationLabelID%22%3Anull%2C%22ModelAggregationLabelID%22%3Anull%7D&page=76;Oldtimer06.196914.500 kmAutomatBenzin6022 (LU);6.1969;14.500 km;Automat;CHF 89'900;Oldsmobile 442 442
1699947802-732;https://www.comparis.ch/carfinder/marktplatz?requestobject=%7B%22Make%22%3Anull%2C%22Model%22%3Anull%2C%22VehicleType%22%3A%226%22%2C%22Construction%22%3A%22%22%2C%22FirstMatriculationYearFrom%22%3A1900%2C%22FirstMatriculationYearTo%22%3A2000%2C%22PriceFrom%22%3Anull%2C%22PriceTo%22%3Anull%2C%22MileageFrom%22%3A10000%2C%22MileageTo%22%3A100000%2C%22MaxAdAge%22%3Anull%2C%22MinComparisPoints%22%3Anull%2C%22OutsideColor%22%3A%22%22%2C%22Transmission%22%3Anull%2C%22DriveTrain%22%3Anull%2C%22Co2Emission%22%3Anull%2C%22Eurocode%22%3Anull%2C%22FuelType%22%3Anull%2C%22PerformanceFrom%22%3Anull%2C%22PerformanceTo%22%3Anull%2C%22ConsumptionFrom%22%3Anull%2C%22ConsumptionTo%22%3Anull%2C%22SeatsFrom%22%3Anull%2C%22SeatsTo%22%3Anull%2C%22DoorsFrom%22%3Anull%2C%22DoorsTo%22%3Anull%2C%22Cantons%22%3A%22%22%2C%22ComfortOptions%22%3A%22%22%2C%22SecurityOptions%22%3A%22%22%2C%22Features%22%3A%22%22%2C%22FreeTextSearch%22%3A%22%22%2C%22CapacityFrom%22%3Anull%2C%22CapacityTo%22%3Anull%2C%22Garage%22%3Anull%2C%22ModelGroup%22%3Anull%2C%22Site%22%3Anull%2C%22EfficiencyCategory%22%3Anull%2C%22Sort%22%3A3%2C%22TypeTag%22%3Anull%2C%22MFK%22%3Anull%2C%22ImageRequired%22%3Anull%2C%22MakeAggregationLabelID%22%3Anull%2C%22ModelGroupAggregationLabelID%22%3Anull%2C%22ModelAggregationLabelID%22%3Anull%7D&page=76;Oldtimer04.197880.000 kmAutomatBenzin6022 (LU);4.1978;80.000 km;Automat;CHF 11'900;Audi 80 80 GLS
1699947802-733;https://www.comparis.ch/carfinder/marktplatz?requestobject=%7B%22Make%22%3Anull%2C%22Model%22%3Anull%2C%22VehicleType%22%3A%226%22%2C%22Construction%22%3A%22%22%2C%22FirstMatriculationYearFrom%22%3A1900%2C%22FirstMatriculationYearTo%22%3A2000%2C%22PriceFrom%22%3Anull%2C%22PriceTo%22%3Anull%2C%22MileageFrom%22%3A10000%2C%22MileageTo%22%3A100000%2C%22MaxAdAge%22%3Anull%2C%22MinComparisPoints%22%3Anull%2C%22OutsideColor%22%3A%22%22%2C%22Transmission%22%3Anull%2C%22DriveTrain%22%3Anull%2C%22Co2Emission%22%3Anull%2C%22Eurocode%22%3Anull%2C%22FuelType%22%3Anull%2C%22PerformanceFrom%22%3Anull%2C%22PerformanceTo%22%3Anull%2C%22ConsumptionFrom%22%3Anull%2C%22ConsumptionTo%22%3Anull%2C%22SeatsFrom%22%3Anull%2C%22SeatsTo%22%3Anull%2C%22DoorsFrom%22%3Anull%2C%22DoorsTo%22%3Anull%2C%22Cantons%22%3A%22%22%2C%22ComfortOptions%22%3A%22%22%2C%22SecurityOptions%22%3A%22%22%2C%22Features%22%3A%22%22%2C%22FreeTextSearch%22%3A%22%22%2C%22CapacityFrom%22%3Anull%2C%22CapacityTo%22%3Anull%2C%22Garage%22%3Anull%2C%22ModelGroup%22%3Anull%2C%22Site%22%3Anull%2C%22EfficiencyCategory%22%3Anull%2C%22Sort%22%3A3%2C%22TypeTag%22%3Anull%2C%22MFK%22%3Anull%2C%22ImageRequired%22%3Anull%2C%22MakeAggregationLabelID%22%3Anull%2C%22ModelGroupAggregationLabelID%22%3Anull%2C%22ModelAggregationLabelID%22%3Anull%7D&page=76;Oldtimer01.195199.260 kmManuellBenzin3125 (BE);1.1951;99.260 km;Manuell;CHF 65'000;Alfa Romeo  1900 Berlina Abarth
1699947802-734;https://www.comparis.ch/carfinder/marktplatz?requestobject=%7B%22Make%22%3Anull%2C%22Model%22%3Anull%2C%22VehicleType%22%3A%226%22%2C%22Construction%22%3A%22%22%2C%22FirstMatriculationYearFrom%22%3A1900%2C%22FirstMatriculationYearTo%22%3A2000%2C%22PriceFrom%22%3Anull%2C%22PriceTo%22%3Anull%2C%22MileageFrom%22%3A10000%2C%22MileageTo%22%3A100000%2C%22MaxAdAge%22%3Anull%2C%22MinComparisPoints%22%3Anull%2C%22OutsideColor%22%3A%22%22%2C%22Transmission%22%3Anull%2C%22DriveTrain%22%3Anull%2C%22Co2Emission%22%3Anull%2C%22Eurocode%22%3Anull%2C%22FuelType%22%3Anull%2C%22PerformanceFrom%22%3Anull%2C%22PerformanceTo%22%3Anull%2C%22ConsumptionFrom%22%3Anull%2C%22ConsumptionTo%22%3Anull%2C%22SeatsFrom%22%3Anull%2C%22SeatsTo%22%3Anull%2C%22DoorsFrom%22%3Anull%2C%22DoorsTo%22%3Anull%2C%22Cantons%22%3A%22%22%2C%22ComfortOptions%22%3A%22%22%2C%22SecurityOptions%22%3A%22%22%2C%22Features%22%3A%22%22%2C%22FreeTextSearch%22%3A%22%22%2C%22CapacityFrom%22%3Anull%2C%22CapacityTo%22%3Anull%2C%22Garage%22%3Anull%2C%22ModelGroup%22%3Anull%2C%22Site%22%3Anull%2C%22EfficiencyCategory%22%3Anull%2C%22Sort%22%3A3%2C%22TypeTag%22%3Anull%2C%22MFK%22%3Anull%2C%22ImageRequired%22%3Anull%2C%22MakeAggregationLabelID%22%3Anull%2C%22ModelGroupAggregationLabelID%22%3Anull%2C%22ModelAggregationLabelID%22%3Anull%7D&page=76;Oldtimer01.195693.000 kmAutomatBenzin5040 (AG);1.1956;93.000 km;Automat;CHF 199'000;Buick Roadmaster Roadmaster
1699947802-735;https://www.comparis.ch/carfinder/marktplatz?requestobject=%7B%22Make%22%3Anull%2C%22Model%22%3Anull%2C%22VehicleType%22%3A%226%22%2C%22Construction%22%3A%22%22%2C%22FirstMatriculationYearFrom%22%3A1900%2C%22FirstMatriculationYearTo%22%3A2000%2C%22PriceFrom%22%3Anull%2C%22PriceTo%22%3Anull%2C%22MileageFrom%22%3A10000%2C%22MileageTo%22%3A100000%2C%22MaxAdAge%22%3Anull%2C%22MinComparisPoints%22%3Anull%2C%22OutsideColor%22%3A%22%22%2C%22Transmission%22%3Anull%2C%22DriveTrain%22%3Anull%2C%22Co2Emission%22%3Anull%2C%22Eurocode%22%3Anull%2C%22FuelType%22%3Anull%2C%22PerformanceFrom%22%3Anull%2C%22PerformanceTo%22%3Anull%2C%22ConsumptionFrom%22%3Anull%2C%22ConsumptionTo%22%3Anull%2C%22SeatsFrom%22%3Anull%2C%22SeatsTo%22%3Anull%2C%22DoorsFrom%22%3Anull%2C%22DoorsTo%22%3Anull%2C%22Cantons%22%3A%22%22%2C%22ComfortOptions%22%3A%22%22%2C%22SecurityOptions%22%3A%22%22%2C%22Features%22%3A%22%22%2C%22FreeTextSearch%22%3A%22%22%2C%22CapacityFrom%22%3Anull%2C%22CapacityTo%22%3Anull%2C%22Garage%22%3Anull%2C%22ModelGroup%22%3Anull%2C%22Site%22%3Anull%2C%22EfficiencyCategory%22%3Anull%2C%22Sort%22%3A3%2C%22TypeTag%22%3Anull%2C%22MFK%22%3Anull%2C%22ImageRequired%22%3Anull%2C%22MakeAggregationLabelID%22%3Anull%2C%22ModelGroupAggregationLabelID%22%3Anull%2C%22ModelAggregationLabelID%22%3Anull%7D&page=76;Oldtimer12.195585.000 kmAutomatBenzin5627 (AG);12.1955;85.000 km;Automat;CHF 89'000;Cadillac  Series 62
